Acceleration,Temperature,Speed,Voltage,Current
3dd801b0,41cf7778,410d0119,42606c74,4014755a
3e380170,41cd5555,4109c238,42607f0d,40147e20
3d800100,41caaaab,410652c3,4260592a,40148bc6
3e6401c8,41c88888,41030e1a,42604d2d,4014fad5
3e5401a8,41c5dddd,410e1ed3,42604982,40158ac2
3ebc0178,41c5dddd,4119e567,42606961,4015d4ed
3db00160,41c5dddd,4120c977,426090ae,4015e5ee
00000000,41c33333,412437e9,42608a80,401666df
3d7001e0,41c33333,4127ccab,426096c4,40165b69
3dc80190,41bd5555,4127ccab,42607664,40163f42
3e8a0114,41bd5555,412f739b,42603e28,401677c3
3e800100,41bd5555,412ee1c7,426039cc,40174907
3e340168,41bd5555,412f739b,426013c9,40178d4c
3e840108,41bb3333,4131c48d,425ff8dd,40178ead
3ec00180,41b88888,41338ba3,425fb232,40184d20
3d300160,41b88888,41312eda,425fdb08,40189d16
3e4c0198,41b88888,412dc0f0,425feaa0,401871e5
3ec00180,41b88888,412a745d,425fce3c,4018d2da
3e280150,41b88888,412539d3,425fca0b,4018ebf3
3fc5018a,41b33333,4121c0af,425fb67e,4018f780
3f330166,41b33333,411e6c26,426008e6,40191fb8
bec80000,41b44444,411ac7d3,426005a2,40195d04
be9c0000,41b44444,411534ee,42601c57,40197ccc
beae0000,41b44444,411193d0,4260256a,4019d039
be800000,41b44444,410e1ed3,42601f8b,4019e232
3d880110,41b44444,410a1ca5,42602b15,4019e86f
3cc00180,41b44444,4106a8ba,4260342c,4019fa51
00000000,41b44444,4102bcab,426016fc,401a1a5b
3d400180,41a91111,41012b5d,425fe2b5,401a08ed
00000000,41af7778,40fa874f,425cebb1,4019f504
3b800100,41af7778,40f10028,4256b9f3,4019e04c
3c400180,41af7778,40e62fbd,424c5aa8,4019cac5
3c400180,41af7778,40e15ef1,423c4c22,4019b46d
3c400180,41af7778,40d6989e,4225e462,40199fcd
3c000100,41af7778,40d0c617,420aa1d9,40198c0f
3c000100,41af7778,40c5aa2b,41dce5be,40197781
00000000,41af7778,40c006f8,41aaae93,401962fc
3b800100,41af7778,40ba0eb6,41834396,40194e80
00000000,41af7778,40ae9937,414cfcb9,40193ae8
3c400180,41af7778,40a89658,4124596b,4019267f
3c400180,41af7778,40a27c0d,41072f22,40191143
3b800100,41af7778,409c5a64,40e535b2,4018fc10
3c000100,41af7778,40963f4b,40c6e2bb,4018e60a
3c000100,41af7778,408fa2e9,40b00fd4,4018d00c
3c800100,41af7778,40890ebf,409e8e68,4018baf4
3c000100,41af7778,40824342,40907df1,4018a5e5
3b800100,41accccd,407714b6,40852148,401890e0
00000000,41a6eeef,4068ac1c,40779133,40187be5
3b800100,41a6eeef,4059d9d5,406881a2,401866f4
3b800100,41a6eeef,4059d9d5,405c28be,401853cb
3b800100,41a6eeef,404a7eb0,4051a62a,40183eef
3b800100,41a6eeef,403a8a6d,4048c8df,4018277e
00000000,41a6eeef,403a8a6d,4040b951,40181396
3c400180,41a6eeef,40293fdc,4039a455,4017ffba
00000000,41a44444,40293fdc,40337213,4017eb08
00000000,41a44444,4016e0e8,402de9e8,4017d580
3b800100,41a44444,4016e0e8,40295d3e,4017c002
3b800100,41a44444,40026ba1,40252df1,4017aa8e
3b800100,41a44444,40026ba1,4021c125,401796ea
3b800100,41a44444,40026ba1,401e3f0e,40178352
3c400180,41a44444,3fd5be9d,401b12ff,401770aa
3c400180,41a44444,3fd5be9d,40184051,40175d2b
3b800100,41a44444,3fd5be9d,4015763d,401748d5
3c400180,41a44444,3f9a9d2c,4012e8e3,4017348b
3c000100,41a44444,3f9a9d2c,40107753,4017204d
3c000100,41a44444,3f9a9d2c,400e8265,40170de4
3c400180,41a44444,3fae1acd,400c9c57,4016f9bf
3c000100,41a44444,40e534fc,400ab7ab,4016e68c
00000000,41a44444,40d9a180,4008ea9d,4016d366
3b800100,41a44444,40c6648c,400727c2,4016be82
3b800100,41a19999,40c38326,4005b8b8,4016aa90
3b800100,41a33333,40bdfec5,40044316,401696ab
3b800100,41a6eeef,40b82631,40030dcc,401683b9
3c000100,41ae6667,40ac5d17,4001e25c,40166f07
3b800100,41b99999,40a680b4,4000bfd8,40165a62
00000000,41bb3333,40a08c1f,3fff25b7,401645ca
3c400180,41bb3333,409a564a,3ffd0092,4016313e
00000000,41bddddd,40942e3a,3ffad72b,40161da7
3c800100,41bddddd,408d8f66,3ff8985d,40160bee
00000000,41bddddd,4086d3df,3ff6cc46,4015f873
00000000,41bddddd,40801821,3ff4e727,4015e335
3b800100,41bddddd,40721571,3ff32af2,4015cfd5
00000000,41bddddd,40638342,3ff16593,4015bc83
3b800100,41b88888,40638342,3ff012e8,4015a93f
3c400180,41baaaab,4054453f,3fee857b,40159436
3c400180,41baaaab,4044397c,3fed198d,401581f7
3c000100,41bddddd,4044397c,3febb008,40156fc7
3c000100,41bddddd,40338ba3,3feaba4c,40155cbc
3c000100,41bddddd,4021a19e,3fe97c79,40154aa9
3b800100,41b80000,4021a19e,3fe823a6,4015398f
3b800100,41cddddd,400e06d8,3fe84301,40152a59
3b800100,41cb3333,400e06d8,3fe846ba,40151c1d
3c000100,41bf7778,400e06d8,3fe77100,40150872
3b800100,41bb3333,3ff07671,3fe67e7a,4014f795
00000000,41b80000,3ff07671,3fe5959f,4014e407
3b800100,41b80000,3ff07671,3fe49dad,4014d087
3c000100,41b55555,3fbcd45f,3fe3a344,4014bfd7
3c000100,41b55555,3fbcd45f,3fe2bde8,4014ad60
3b800100,41b55555,3fbcd45f,3fe1be6c,40149be3
3b800100,41b33333,00000000,3fe0d369,4014889f
3c000100,41b55555,3f66bdbc,3fe01246,40147569
3c000100,41b08888,3f66bdbc,3fdf20f7,40146242
3b800100,41b08888,3f66bdbc,3fde2cfb,40145016
3c800100,41b08888,00000000,3fdd5682,40143ee5
3c000100,41b08888,00000000,3fdc872b,40142eaf
3c000100,41addddd,00000000,3fdbb43b,40141ad8
3b800100,41addddd,00000000,3fdaddd0,401409d5
3c000100,41addddd,00000000,3fda550d,4013f7f5
00000000,41addddd,00000000,3fd9c6cc,4013e538
00000000,41addddd,00000000,3fd90bed,4013d550
00000000,41addddd,00000000,3fd873e0,4013c39e
3c000100,41addddd,00000000,3fd806d4,4013b2e8
3b800100,41addddd,00000000,3fd79d34,4013a242
00000000,41addddd,00000000,3fd7084d,401390bf
3c400180,41addddd,00000000,3fd65c31,40138125
3c000100,41addddd,00000000,3fd5c71c,401370ae
3c400180,41af7778,00000000,3fd51b5a,40136047
3b800100,41af7778,00000000,3fd4860a,40134f02
3b800100,41af7778,00000000,3fd3ec13,40133dcd
3b800100,41a91111,00000000,3fd344f0,40132ca7
00000000,41a91111,00000000,3fd2910b,40131c7e
3b800100,41a91111,00000000,3fd1f2b7,40130c65
3c000100,41a91111,00000000,3fd18276,4012fb6e
3b800100,41a91111,00000000,3fd0fc4f,4012ec62
00000000,41a91111,00000000,3fd07166,4012dc78
3c000100,41a91111,00000000,3fcfd19f,4012c9d6
3b800100,41a91111,00000000,3fcf2dad,4012baf9
00000000,41a91111,00000000,3fce959a,4012ab3e
3c000100,41a91111,00000000,3fce10f0,40129b93
3b800100,41a91111,00000000,3fcd974a,40128bf8
3b800100,41a66667,00000000,3fcd18d8,40127d59
3b800100,41a66667,00000000,3fcc9d64,40126a29
00000000,41a66667,00000000,3fcc15aa,401258e2
be300000,41a66667,00000000,3fcb8984,401247ab
3e5001a0,41a66667,00000000,3fcb25be,40123596
bf3b0000,41a66667,00000000,3fcaae2e,4012256c
bf850000,41a66667,00000000,3fca1c12,40121464
bf5d0000,41a66667,00000000,3fc9aa0f,40120634
bf820000,41a66667,00000000,3fc9574a,4011f639
00000000,41a66667,00000000,3fc9066a,4011e560
3e6001c0,41a66667,00000000,3fc8a94c,4011d672
3e6801d0,41a66667,00000000,3fc84047,4011c794
3e5801b0,41a66667,00000000,3fc7d295,4011b8c5
3e6001c0,41a44444,00000000,3fc7672d,4011aa06
3e5c01b8,41a44444,00000000,3fc6f733,40119c44
3e5c01b8,41a44444,00000000,3fc6a476,40118da4
3e6001c0,41a44444,00000000,3fc624b6,40118001
3e6401c8,41a44444,00000000,3fc5dc79,40117093
3e5c01b8,41a44444,00000000,3fc55a9f,40116135
3e6001c0,41a44444,00000000,3fc5025a,401151e7
3e6001c0,41a44444,00000000,3fc4b253,40114395
3e6401c8,41a44444,00000000,3fc43700,40113379
3e6801d0,41a44444,00000000,3fc3d76c,4011236d
3e6001c0,41a44444,00000000,3fc379ad,40111284
3e6001c0,41a44444,00000000,3fc2fe56,4011055d
3e5c01b8,41a44444,00000000,3fc2aa97,4010f580
3e6001c0,41a44444,00000000,3fc25ea0,4010e4c6
3e5c01b8,41a44444,00000000,3fc1dce4,4010d5f4
3e6801d0,41a44444,00000000,3fc1698a,4010c732
3e5801b0,41a19999,00000000,3fc1106d,4010b96c
3e5c01b8,41a19999,00000000,3fc0a0db,4010abb5
3e5c01b8,41a44444,00000000,3fc02d34,40109e0d
3e6801d0,41a44444,00000000,3fbfc760,40108f88
3e5801b0,41a19999,00000000,3fbf4ba9,401081ff
3e5801b0,41a19999,00000000,3fbee96f,401072ad
3e5c01b8,41a19999,00000000,3fbe948d,4010636b
3e5c01b8,41a19999,00000000,3fbe2427,40105524
3e5c01b8,41a19999,00000000,3fbdc6db,401046ec
3e6801d0,41a19999,00000000,3fbd5fa9,401039af
3e6001c0,41a19999,00000000,3fbcfa21,40102aaa
3e5c01b8,41a19999,00000000,3fbc963a,40101bb4
3e6001c0,41a19999,00000000,3fbc33ec,40100db9
3e5c01b8,41a19999,00000000,3fbbd32f,400ffee2
3e6801d0,41a19999,00000000,3fbb8a3d,400ff105
3e6401c8,41a19999,00000000,3fbb3cfc,400fe161
3e5c01b8,41a19999,00000000,3fbaca8e,400fd2b8
3e6001c0,41a19999,00000000,3fba6a32,400fc5f4
3e6401c8,419eeeef,00000000,3fb9f58f,400fb67e
3e6801d0,41a19999,00000000,3fb98296,400fa9d8
3e5001a0,419eeeef,00000000,3fb93194,400f9c56
3e6c01d8,41a19999,00000000,3fb8cc69,400f8df8
3e6001c0,419eeeef,00000000,3fb87361,400f8094
3e6001c0,419eeeef,00000000,3fb8264a,400f7429
3e6001c0,419eeeef,00000000,3fb7c54f,400f66e2
3e6001c0,419eeeef,00000000,3fb77037,400f59aa
3e5801b0,419eeeef,00000000,3fb70785,400f4b97
3e5c01b8,419eeeef,00000000,3fb6b50a,400f3e7d
3e5c01b8,419eeeef,00000000,3fb65447,400f3171
3e5c01b8,419eeeef,00000000,3fb6096e,400f255e
3e5801b0,419eeeef,00000000,3fb5a106,400f186f
3e5c01b8,419eeeef,00000000,3fb55377,400f0aa6
3e5c01b8,419eeeef,00000000,3fb50709,400efceb
3e6c01d8,419eeeef,00000000,3fb4b1a3,400eef3f
3e5801b0,419eeeef,00000000,3fb45d6d,400ee0b9
3e6001c0,419eeeef,00000000,3fb3f66e,400ed413
3e6801d0,419eeeef,00000000,3fb395b9,400ec693
3e6401c8,419eeeef,00000000,3fb33648,400eb922
3e6001c0,419eeeef,00000000,3fb2e1f0,400eaca8
3e6001c0,419eeeef,00000000,3fb289d4,400ea03c
3e6001c0,419eeeef,00000000,3fb24189,400e94c6
3e5c01b8,419eeeef,00000000,3fb203f7,400e878e
3e5801b0,419eeeef,00000000,3fb1aa48,400e7a65
3e5c01b8,419eeeef,00000000,3fb15b5f,400e6e32
3e5001a0,419eeeef,00000000,3fb1124c,400e6125
3e6401c8,419eeeef,00000000,3fb0c571,400e550e
3e6001c0,419eeeef,00000000,3fb05d1e,400e4905
3e6001c0,419eeeef,00000000,3fb01721,400e3a55
3e5c01b8,419eeeef,00000000,3fafc3f3,400e2d81
3e5801b0,419eeeef,00000000,3faf5f0f,400e20bb
3e5c01b8,419eeeef,00000000,3faefb55,400e15d1
3e5801b0,419eeeef,00000000,3fae98c2,400e0af4
3e6001c0,419eeeef,00000000,3fae2e07,400dfe58
3e6001c0,419eeeef,00000000,3fadd260,400df396
3e5c01b8,419eeeef,00000000,3fad77cd,400de715
3e5001a0,419eeeef,00000000,3fad354e,400ddb88
3e6001c0,419eeeef,00000000,3facd39b,400dd0ee
3e6801d0,419eeeef,00000000,3fac6e6f,400dc497
3e5c01b8,419eeeef,00000000,3fac137b,400db932
3e5c01b8,419eeeef,00000000,3fabb07d,400dacf6
3e5c01b8,419eeeef,00000000,3fab69bf,400da0c7
3e6001c0,419eeeef,00000000,3fab23e2,400d9754
3e5c01b8,419eeeef,00000000,3faada65,400d8c24
3e5801b0,419eeeef,00000000,3faa7fe9,400d801d
3e5c01b8,419eeeef,00000000,3faa266d,400d7508
3e6401c8,419eeeef,00000000,3fa9e428,400d6755
3e6001c0,419eeeef,00000000,3fa98c93,400d5a93
3e6401c8,419eeeef,00000000,3fa92d22,400d4fa6
3e5801b0,419eeeef,00000000,3fa8e04d,400d45a9
3e5c01b8,419eeeef,00000000,3fa89d1f,400d3ad5
3e6001c0,419eeeef,00000000,3fa837cf,400d2f2b
3e5801b0,419eeeef,00000000,3fa7e94d,400d2554
3e5801b0,419eeeef,00000000,3fa785f4,400d18e2
3e6c01d8,419eeeef,00000000,3fa71f43,400d0d60
3e6401c8,419eeeef,00000000,3fa6b992,400d03af
3e6401c8,419eeeef,00000000,3fa6508e,400cf928
3e5c01b8,419eeeef,00000000,3fa5f9c7,400ceeae
3e6401c8,419eeeef,00000000,3fa5ac83,400ce440
3e6401c8,419eeeef,00000000,3fa5533f,400cd8fd
3e5c01b8,419eeeef,00000000,3fa4ee13,400ccce6
3e6c01d8,419eeeef,00000000,3fa48e21,400cc1bd
3e6401c8,419eeeef,00000000,3fa44469,400cb862
3e5401a8,419eeeef,00000000,3fa3e64a,400cac71
3e6401c8,419eeeef,00000000,3fa38917,400ca16e
3e5c01b8,419eeeef,00000000,3fa34627,400c9837
3e5001a0,419eeeef,00000000,3fa2e681,400c8d4c
3e5c01b8,419eeeef,00000000,3fa28bf8,400c826e
3e5801b0,419eeeef,00000000,3fa23ab4,400c787c
3e6401c8,419eeeef,00000000,3fa1f2a3,400c6db6
3e5c01b8,419eeeef,00000000,3fa19ed8,400c64bb
3e6401c8,419eeeef,00000000,3fa13f6b,400c5a0d
3e6001c0,419eeeef,00000000,3fa0e0e1,400c4daf
3e5801b0,419eeeef,00000000,3fa0875c,400c431a
3e5c01b8,419eeeef,00000000,3fa032d4,400c3970
3e6001c0,419eeeef,00000000,3f9fd2c1,400c30af
3e5801b0,419eeeef,00000000,3f9f7bca,400c271b
3e6801d0,419eeeef,00000000,3f9f25a8,400c1cb6
3e6001c0,419eeeef,00000000,3f9ee0c0,400c117f
3e5c01b8,419eeeef,00000000,3f9e9050,400c0655
3e5c01b8,419eeeef,00000000,3f9e3884,400bfeaa
3e6801d0,419eeeef,00000000,3f9de59b,400bf397
3e5c01b8,419eeeef,00000000,3f9d8b5f,400be96d
3e6001c0,419eeeef,00000000,3f9d3e1e,400be02b
3e6001c0,419eeeef,00000000,3f9cf5ab,400bd618
3e6001c0,419eeeef,00000000,3f9c99cc,400bcea3
3e6001c0,419eeeef,00000000,3f9c4ed6,400bc582
3e6401c8,419eeeef,00000000,3f9bfc97,400bbc6c
3e5801b0,419eeeef,00000000,3f9ba71c,400bb361
3e5801b0,419eeeef,00000000,3f9b5268,400bac16
3e5801b0,419eeeef,00000000,3f9aee85,400ba4d4
3e5801b0,419eeeef,00000000,3f9a8f6f,400ba029
3e5401a8,419eeeef,00000000,3f9a2930,400b966d
3e5c01b8,419eeeef,00000000,3f99cfb1,400b8f48
3e6001c0,419eeeef,00000000,3f9986de,400b867b
3e6401c8,419eeeef,00000000,3f9942b7,400b7e91
3e6801d0,419eeeef,00000000,3f98e78a,400b7789
3e6001c0,419eeeef,00000000,3f988540,400b6eda
3e6001c0,419eeeef,00000000,3f982f93,400b670d
3e5c01b8,419eeeef,00000000,3f97e286,400b5d9c
3e6001c0,419eeeef,00000000,3f977ea2,400b5435
3e6c01d8,419eeeef,00000000,3f973311,400b4bb0
3e6001c0,419eeeef,00000000,3f96dc76,400b4188
3e6801d0,419eeeef,00000000,3f9682b2,400b39ee
3e5801b0,419eeeef,00000000,3f96394c,400b2fdb
3e6001c0,419eeeef,00000000,3f95d938,400b26a9
3e5801b0,419eeeef,00000000,3f958593,400b1cac
3e6001c0,419eeeef,00000000,3f952700,400b138f
3e6401c8,419eeeef,00000000,3f94c16b,400b0a7d
3e5c01b8,419eeeef,00000000,3f94645b,400b0320
3e6801d0,419eeeef,00000000,3f94004a,400afaf7
3e6001c0,419eeeef,00000000,3f939cfa,400af2d8
3e6001c0,419eeeef,00000000,3f935964,400aeac3
3e6001c0,419eeeef,00000000,3f930ebb,400ae2b7
3e7401e8,419eeeef,00000000,3f92b17c,400adb89
3e5c01b8,419eeeef,00000000,3f9254f9,400ad390
3e5401a8,419eeeef,00000000,3f91f559,400acba1
3e4c0198,419eeeef,00000000,3f91929d,400ac48e
3e6001c0,419eeeef,00000000,3f9143d3,400abcb1
3e5001a0,419eeeef,00000000,3f91013a,400ab4de
3e5801b0,419eeeef,00000000,3f90bb70,400aade6
3e6c01d8,419eeeef,00000000,3f905f66,400aa625
3e5401a8,419eeeef,00000000,3f901ec3,400a9f3f
3e6401c8,419eeeef,00000000,3f8fdebd,400a96bf
3e6001c0,419eeeef,00000000,3f8f9f53,400a8feb
3e6401c8,419eeeef,00000000,3f8f460a,400a884f
3e6401c8,419eeeef,00000000,3f8ee5e4,400a7feb
3e6401c8,419d5555,00000000,3f8e8a38,400a7a01
3e6801d0,419ccccd,00000000,3f8e27b2,400a70e0
3e5c01b8,419eeeef,00000000,3f8dc9a5,400a6968
3e6c01d8,419eeeef,00000000,3f8d73d5,400a61f9
3e6c01d8,419eeeef,00000000,3f8d1eb4,400a58f5
3e5c01b8,419eeeef,00000000,3f8cca40,400a4d8e
3e6401c8,419eeeef,00000000,3f8c6771,400a463b
3e6401c8,419eeeef,00000000,3f8c1bde,400a3d54
3e5001a0,419eeeef,00000000,3f8bc1f0,400a3545
3e5c01b8,419eeeef,00000000,3f8b7f2c,400a2d3f
3e5c01b8,419d5555,00000000,3f8b1f1a,400a2542
3e6401c8,419eeeef,00000000,3f8ae15a,400a2489
3e6001c0,419d5555,00000000,3f8a8a15,400a1d69
3e6801d0,419d5555,00000000,3f8a337b,400a1652
3e5c01b8,419eeeef,00000000,3f89d619,400a0e77
3e5401a8,419d5555,00000000,3f8975aa,400a083d
3e6001c0,419eeeef,00000000,3f89199f,400a03a2
3e6001c0,419ccccd,00000000,3f88be3f,4009fcab
3e6001c0,419eeeef,00000000,3f885fd3,4009f5bc
3e5c01b8,419eeeef,00000000,3f87faa4,4009efa0
3e6401c8,419eeeef,00000000,3f87a8b3,4009e98c
3e6001c0,419eeeef,00000000,3f876289,4009e380
3e5c01b8,419eeeef,00000000,3f870a77,4009dcb1
3e6801d0,419eeeef,00000000,3f86be26,4009d457
3e6001c0,419eeeef,00000000,3f866b12,4009cd99
3e6001c0,419eeeef,00000000,3f862004,4009c550
3e6001c0,419eeeef,00000000,3f85c6d7,4009bf6b
3e6001c0,419eeeef,00000000,3f85795c,4009b733
3e6401c8,419eeeef,00000000,3f853789,4009afcc
3e6001c0,419eeeef,00000000,3f84f64a,4009a936
3e6001c0,419eeeef,00000000,3f84b59e,4009a1e0
3e6001c0,419d5555,00000000,3f8466e7,40099c22
3e6401c8,419eeeef,00000000,3f841181,400995a3
3e6001c0,419eeeef,00000000,3f83b571,40098f2c
3e5c01b8,419eeeef,00000000,3f836897,40098a4a
3e6001c0,419eeeef,00000000,3f83116d,400983e1
3e5401a8,419eeeef,00000000,3f82bae3,40097e46
3e6001c0,419eeeef,00000000,3f8264f8,400978b2
3e6001c0,419eeeef,00000000,3f820868,4009725f
3e6401c8,419eeeef,00000000,3f81c245,40096b4e
3e5801b0,419eeeef,00000000,3f8171d5,40096445
3e5c01b8,419eeeef,00000000,3f812940,40095ece
3e5001a0,419d5555,00000000,3f80cb8d,40095a22
3e6001c0,419ccccd,00000000,3f807cf0,4009526b
3e6401c8,419eeeef,00000000,3f8039c4,40094b80
3e6001c0,419eeeef,00000000,3f7fd8ad,400943d9
3e6401c8,419eeeef,00000000,3f7f2230,40093cfd
3e6c01d8,419eeeef,00000000,3f7e8288,40093629
