Acceleration,Temperature,Speed,Voltage,Current
3eec01d8,41c77778,00000000,39421028,3ff6cbb0
3ee601cc,41c4cccd,00000000,393ff405,3ff6e611
3ee801d0,41c08888,00000000,393de380,3ff6fa4c
3ee801d0,41c08888,3dc3d155,393bde3a,3ff70310
3ede01bc,41bddddd,40a27c0d,3939e3d8,3ff71116
3ee001c0,41bddddd,40959f08,3937f403,3ff71969
3ee001c0,41b88888,408f1069,39360e68,3ff7218e
3ee001c0,41b5dddd,4081a2be,393432b6,3ff7395c
3ee601cc,41b5dddd,4075ac17,393260a0,3ff74b73
3ee001c0,41b5dddd,40672ca6,393097dd,3ff76784
3eda01b4,41b5dddd,405851e0,392ed826,3ff77de5
3ee201c4,41b5dddd,4048cbe1,392d2136,3ff78498
3ede01bc,41b33333,40389f61,392b72cd,3ff79535
3edc01b8,41b33333,40274744,3929ccab,3ff7968f
3edc01b8,41b08888,40274744,39282e93,3ff792f4
3ed801b0,41b22223,4014cb69,3926984c,3ff7944d
3ee001c0,41b22223,400052b9,3925099d,3ff7a8f1
3ee001c0,41b22223,400052b9,39238250,3ff7b39f
3eda01b4,41b22223,3fd1b029,39220232,3ff7c795
3ede01bc,41b22223,3fd1b029,39208910,3ff7d679
3ee201c4,41b22223,3fd1b029,391f16ba,3ff7d71c
3ede01bc,41abbbbc,3f959f08,391dab01,3ff7e594
3edc01b8,41abbbbc,3f959f08,391c45b8,3ff7e60f
3ee401c8,41abbbbc,3f959f08,391ae6b4,3ff7eb10
3ee401c8,41abbbbc,00000000,39198dcb,3ff7effa
3ede01bc,41a91111,00000000,39183ad4,3ff7fdb4
3ede01bc,41a91111,00000000,3916eda9,3ff8025d
3ec00180,41a91111,00000000,3915a624,3ff80b50
3edc01b8,41a91111,00000000,39146420,3ff81cc8
3ede01bc,41a91111,00000000,3913277a,3ff829a7
3edc01b8,41a91111,00000000,3911f010,3ff8320a
3ee001c0,41a91111,00000000,3910bdc1,3ff83a48
3ede01bc,41a91111,00000000,390f906d,3ff84695
3ed601ac,41a91111,00000000,390e67f6,3ff852ae
3edc01b8,41a91111,00000000,390d443d,3ff85e94
3ee601cc,41a91111,00000000,390c2526,3ff8662f
3ede01bc,41a91111,00000000,390b0a94,3ff86999
3edc01b8,41a91111,00000000,3909f46d,3ff87506
3ee201c4,41a66667,00000000,3908e296,3ff87843
3ed801b0,41a44444,00000000,3907d4f6,3ff88363
3ede01bc,41a91111,00000000,3906cb74,3ff89247
3eda01b4,41a44444,00000000,3905c5f8,3ff89d07
3ee601cc,41a44444,00000000,3904c46a,3ff89fd9
3ee001c0,41a44444,00000000,3903c6b4,3ff8aa54
3edc01b8,41a19999,00000000,3902ccc1,3ff8bc4c
3ee201c4,41a19999,00000000,3901d67b,3ff8ca35
3eda01b4,41a19999,00000000,3900e3cd,3ff8cc99
3ed801b0,41a19999,00000000,38ffe948,3ff8da2e
3ee601cc,41a19999,00000000,38fe11d8,3ff8e021
3ee001c0,41a19999,00000000,38fc4124,3ff8ed5f
3eda01b4,41a19999,00000000,38fa7708,3ff8f318
3ede01bc,41a19999,00000000,38f8b360,3ff8f518
3ede01bc,41a19999,00000000,38f6f609,3ff8faad
3edc01b8,41a19999,00000000,38f53ee2,3ff9002d
3ee201c4,41a19999,00000000,38f38dca,3ff90209
3ed401a8,41a19999,00000000,38f1e2a1,3ff91203
3ee001c0,41a19999,00000000,38f03d48,3ff91abe
3ed801b0,41a19999,00000000,38ee9da0,3ff9235a
3edc01b8,41a44444,00000000,38ed038d,3ff92861
3ee001c0,41a33333,00000000,38eb6ef2,3ff93439
3ede01bc,41a44444,00000000,38e9dfb3,3ff93fe8
3ede01bc,41a44444,00000000,38e855b5,3ff944a2
3ee201c4,41a44444,00000000,38e6d0de,3ff9500d
3ee201c4,41a44444,00000000,38e55113,3ff9549b
3ede01bc,41a44444,00000000,38e3d63c,3ff9591a
3edc01b8,41a44444,00000000,38e26041,3ff9642a
3eda01b4,41a66667,00000000,38e0ef0a,3ff96bca
3ee001c0,41a44444,00000000,38df827f,3ff979dc
3ede01bc,41a19999,00000000,38de1a8a,3ff98480
3eda01b4,41a44444,00000000,38dcb715,3ff98bc6
3ede01bc,41a44444,00000000,38db580b,3ff98fbd
3ede01bc,41a44444,00000000,38d9fd56,3ff99076
3eda01b4,41a44444,00000000,38d8a6e3,3ff99785
3eda01b4,41a44444,00000000,38d7549d,3ff9a1a5
3ede01bc,41a44444,00000000,38d60671,3ff9aba5
3eda01b4,41a44444,00000000,38d4bc4b,3ff9b586
3edc01b8,41a44444,00000000,38d3761a,3ff9b915
3ed801b0,41a44444,00000000,38d233cb,3ff9c5d7
3edc01b8,41a44444,00000000,38d0f54d,3ff9cf62
3eda01b4,41a44444,00000000,38cfba8e,3ff9d8d0
3ee001c0,41a44444,00000000,38ce837d,3ff9df1a
3ede01bc,41a44444,00000000,38cd500b,3ff9e24d
3ee001c0,41a44444,00000000,38cc2027,3ff9e875
3ee201c4,41a44444,00000000,38caf3c1,3ff9f185
3ee001c0,41a44444,00000000,38c9caca,3ff9fa7a
3eda01b4,41a44444,00000000,38c8a533,3ffa0062
3ed201a4,41a44444,00000000,38c782ed,3ffa0639
3ede01bc,41a19999,00000000,38c663ea,3ffa0bfe
3eda01b4,41a19999,00000000,38c5481c,3ffa1498
3ee001c0,41a19999,00000000,38c42f76,3ffa1d19
3ee001c0,41a19999,00000000,38c319ea,3ffa1fc6
3ee001c0,41a19999,00000000,38c2076b,3ffa281e
3ede01bc,41a19999,00000000,38c0f7ec,3ffa2d89
3eda01b4,41a19999,00000000,38bfeb60,3ffa35b6
3eda01b4,41a19999,00000000,38bee1bc,3ffa3afe
3ee001c0,41a19999,00000000,38bddaf3,3ffa45cc
3ee201c4,41a19999,00000000,38bcd6f9,3ffa4aef
3ed801b0,41a19999,00000000,38bbd5c4,3ffa558a
3edc01b8,41a19999,00000000,38bad747,3ffa6008
3ede01bc,41a19999,00000000,38b9db78,3ffa64f1
3ede01bc,41a19999,00000000,38b8e24c,3ffa69cd
3edc01b8,41a19999,00000000,38b7ebb9,3ffa6be6
3edc01b8,41a19999,00000000,38b6f7b4,3ffa735c
3ed801b0,41a19999,00000000,38b60633,3ffa7810
3edc01b8,41a19999,00000000,38b5172c,3ffa7a0d
3eda01b4,41a19999,00000000,38b42a96,3ffa8152
3ede01bc,41a19999,00000000,38b34067,3ffa8884
3eda01b4,41a19999,00000000,38b25895,3ffa8fa3
3eda01b4,41a19999,00000000,38b17318,3ffa9412
3eda01b4,41a19999,00000000,38b08fe7,3ffa9876
3ee001c0,41a19999,00000000,38afaef8,3ffa9cce
3ede01bc,41a19999,00000000,38aed044,3ffaa641
3eda01b4,41a19999,00000000,38adf3c1,3ffaad0c
3edc01b8,41a19999,00000000,38ad1968,3ffaaeac
3edc01b8,41a19999,00000000,38ac4130,3ffab7e5
3edc01b8,41a19999,00000000,38ab6b12,3ffabbf9
3ed801b0,41a19999,00000000,38aa9705,3ffac50a
3ed801b0,41a19999,00000000,38a9c502,3ffacb84
3ee001c0,41a19999,00000000,38a8f502,3ffad1ee
3ee201c4,41a19999,00000000,38a826fd,3ffadd3e
3ee401c8,41a19999,00000000,38a75aec,3ffae5fb
3eda01b4,41a19999,00000000,38a690c8,3ffaec2d
3ee001c0,41a19999,00000000,38a5c88a,3ffaed6a
3ee001c0,41a19999,00000000,38a5022b,3ffaf114
3eda01b4,41a19999,00000000,38a43da5,3ffaefdb
3ee001c0,41a19999,00000000,38a37af0,3ffaf10f
3ede01bc,41a19999,00000000,38a2ba07,3ffaf4a7
3ede01bc,41a19999,00000000,38a1fae3,3ffafa9a
3ede01bc,41a19999,00000000,38a13d7e,3ffafbbc
3eda01b4,41a19999,00000000,38a081d2,3ffaff3a
3ed801b0,41a19999,00000000,389fc7d9,3ffb050b
3edc01b8,41a19999,00000000,389f0f8d,3ffb0876
3ede01bc,41a19999,00000000,389e58e8,3ffb0e2f
3eda01b4,41a19999,00000000,389da3e4,3ffb1187
3eda01b4,41a19999,00000000,389cf07c,3ffb14d7
3eda01b4,41a19999,00000000,389c3eab,3ffb1a6e
3eda01b4,41a19999,00000000,389b8e6b,3ffb1dac
3ed801b0,419eeeef,00000000,389adfb7,3ffb232c
3edc01b8,41a19999,00000000,389a3289,3ffb289f
3edc01b8,419eeeef,00000000,389986dd,3ffb297d
3ee201c4,41a19999,00000000,3898dcae,3ffb2a58
3ed801b0,419eeeef,00000000,389833f6,3ffb2fb0
3ee201c4,419eeeef,00000000,38978cb1,3ffb3082
3ee001c0,419eeeef,00000000,3896e6da,3ffb338d
3eda01b4,419eeeef,00000000,3896426c,3ffb38c9
3ee001c0,419eeeef,00000000,38959f63,3ffb402f
3edc01b8,419eeeef,00000000,3894fdba,3ffb40eb
3ed801b0,419eeeef,00000000,38945d6d,3ffb4607
3ed401a8,419eeeef,00000000,3893be78,3ffb4b18
3eda01b4,419eeeef,00000000,389320d6,3ffb501e
3ede01bc,419eeeef,00000000,38928483,3ffb4c70
3ede01bc,419eeeef,00000000,3891e97b,3ffb4d1a
3ee001c0,419eeeef,00000000,38914fb9,3ffb5433
3eda01b4,419eeeef,00000000,3890b73a,3ffb5b3e
3ede01bc,419eeeef,00000000,38901ffa,3ffb6018
3ee001c0,419eeeef,00000000,388f89f4,3ffb60a9
3ee001c0,419eeeef,00000000,388ef525,3ffb6356
3ee201c4,419eeeef,00000000,388e618a,3ffb6818
3ede01bc,419eeeef,00000000,388dcf1e,3ffb6ee9
3ede01bc,419eeeef,00000000,388d3dde,3ffb7395
3edc01b8,419eeeef,00000000,388cadc7,3ffb7623
3ee201c4,419eeeef,00000000,388c1ed4,3ffb7699
3edc01b8,419eeeef,00000000,388b9103,3ffb7b2f
3ede01bc,419eeeef,00000000,388b0450,3ffb7b9e
3ede01bc,41a19999,00000000,388a78b7,3ffb8025
3ee401c8,41a19999,00000000,3889ee35,3ffb84a3
3edc01b8,41a19999,00000000,388964c7,3ffb8918
3ed801b0,41a19999,00000000,3888dc6a,3ffb8d84
3ee001c0,41a19999,00000000,3888551b,3ffb91e7
3ede01bc,41a19999,00000000,3887ced6,3ffb9641
3ee601cc,41a19999,00000000,38874999,3ffb9a92
3eda01b4,41a19999,00000000,3886c560,3ffb9add
3ede01bc,41a19999,00000000,38864228,3ffb9b27
3ee001c0,41a19999,00000000,3885bfef,3ffb9d6b
3ee001c0,41a19999,00000000,38853eb2,3ffba1a4
3ede01bc,41a19999,00000000,3884be6d,3ffba1e6
3edc01b8,41a19999,00000000,38843f1e,3ffba228
3ede01bc,41a19999,00000000,3883c0c3,3ffba64f
3ee001c0,41a19999,00000000,38834358,3ffbaa6e
3eda01b4,41a19999,00000000,3882c6db,3ffbaaa6
3ede01bc,41a19999,00000000,38824b49,3ffbaccb
3ede01bc,41a19999,00000000,3881d0a0,3ffbb0d8
3ede01bc,41a19999,00000000,388156dd,3ffbb2f3
3eda01b4,41a44444,00000000,3880ddfd,3ffbb6f2
3edc01b8,41a44444,00000000,388065ff,3ffbbaea
3ede01bc,41a44444,00000000,387fddbe,3ffbbeda
3ee001c0,41a44444,00000000,387ef137,3ffbbd19
3edc01b8,41a44444,00000000,387e0663,3ffbbd3d
3ee401c8,41a44444,00000000,387d1d3e,3ffbc4df
3edc01b8,41a44444,00000000,387c35c4,3ffbc8b8
3ee001c0,41a44444,00000000,387b4ff0,3ffbcc89
3ede01bc,41a44444,00000000,387a6bbd,3ffbd409
3ee001c0,41a44444,00000000,38798927,3ffbd9a3
3efc01f8,41a44444,00000000,3878a829,3ffbdf33
3ee201c4,41a44444,00000000,3877c8c0,3ffbe4b9
3eda01b4,41a44444,00000000,3876eae7,3ffbe860
3ede01bc,41a19999,00000000,38760e99,3ffbf17b
3ede01bc,41a44444,00000000,387533d3,3ffbf8b5
3ede01bc,41a19999,00000000,38745a91,3ffbfe12
3ee001c0,41a19999,00000000,387382ce,3ffc0196
3ede01bc,41a44444,00000000,3872ac87,3ffc0345
3ee001c0,41a44444,00000000,3871d7b8,3ffc088a
3edc01b8,41a44444,00000000,3871045d,3ffc0865
3eda01b4,41a19999,00000000,38703272,3ffc0bd3
3ee001c0,41a19999,00000000,386f61f3,3ffc0bab
3ee401c8,41a19999,00000000,386e92dd,3ffc0b83
3ee001c0,41a19999,00000000,386dc52c,3ffc0ee5
3ede01bc,41a44444,00000000,386cf8dc,3ffc0ebb
3ee201c4,41a44444,00000000,386c2dea,3ffc1052
3ed801b0,41a44444,00000000,386b6453,3ffc0e67
3edc01b8,41a44444,00000000,386a9c13,3ffc0e3e
3ede01bc,41a19999,00000000,3869d526,3ffc0fd2
3ee201c4,41a19999,00000000,38690f89,3ffc14d9
3edc01b8,41a44444,00000000,38684b39,3ffc1b92
3edc01b8,41a44444,00000000,38678833,3ffc2087
3ede01bc,41a44444,00000000,3866c673,3ffc2205
3ee001c0,41a19999,00000000,386605f6,3ffc21cb
3ee601cc,41a19999,00000000,386546b9,3ffc2191
3ed801b0,41a19999,00000000,386488b9,3ffc2670
3ee001c0,41a19999,00000000,3863cbf3,3ffc2b47
3edc01b8,41a19999,00000000,38631064,3ffc2e66
3ed201a4,41a19999,00000000,38625609,3ffc3180
3eda01b4,41a19999,00000000,38619cdf,3ffc32e7
3eda01b4,41a19999,00000000,3860e4e3,3ffc37a4
3eda01b4,41a19999,00000000,38602e12,3ffc3aae
3ede01bc,41a19999,00000000,385f7869,3ffc3c09
3ede01bc,41a19999,00000000,385ec3e5,3ffc3d62
3ee001c0,41a19999,00000000,385e1084,3ffc3eb9
3eda01b4,41a19999,00000000,385d5e43,3ffc41b3
3ed801b0,41a19999,00000000,385cad1f,3ffc4304
3ede01bc,41a19999,00000000,385bfd16,3ffc45f6
3ede01bc,41a19999,00000000,385b4e25,3ffc4741
3ee201c4,41a19999,00000000,385aa049,3ffc488a
3edc01b8,41a19999,00000000,3859f380,3ffc4b70
3ede01bc,41a19999,00000000,385947c7,3ffc4ff0
3edc01b8,41a19999,00000000,38589d1c,3ffc52cc
3ed801b0,41a19999,00000000,3857f37c,3ffc526c
3edc01b8,419eeeef,00000000,38574ae5,3ffc5541
3ee201c4,419eeeef,00000000,3856a354,3ffc5812
3ee401c8,419eeeef,00000000,3855fcc7,3ffc5fa6
3ede01bc,419eeeef,00000000,3855573c,3ffc60d3
3ede01bc,419eeeef,00000000,3854b2b0,3ffc6394
3ed601ac,419eeeef,00000000,38540f21,3ffc6651
3ee001c0,419eeeef,00000000,38536c8d,3ffc6a9d
3ed801b0,419eeeef,00000000,3852caf2,3ffc6a2b
3ee601cc,419eeeef,00000000,38522a4d,3ffc69ba
3eda01b4,419eeeef,00000000,38518a9c,3ffc6df9
3ed801b0,419eeeef,00000000,3850ebdd,3ffc6d85
3ed601ac,419eeeef,00000000,38504e0e,3ffc6ea0
3eda01b4,419eeeef,00000000,384fb12c,3ffc72d2
3eda01b4,419eeeef,00000000,384f1536,3ffc7572
3ed801b0,419eeeef,00000000,384e7a2a,3ffc780e
3eda01b4,419eeeef,00000000,384de005,3ffc7aa6
3edc01b8,419eeeef,00000000,384d46c5,3ffc7ec2
3ede01bc,419eeeef,00000000,384cae69,3ffc8151
3ed601ac,419eeeef,00000000,384c16ee,3ffc8562
3edc01b8,419eeeef,00000000,384b8053,3ffc8663
3ede01bc,419eeeef,00000000,384aea96,3ffc8763
3ede01bc,419eeeef,00000000,384a55b4,3ffc86df
3ed801b0,419eeeef,00000000,3849c1ac,3ffc87dd
3ee801d0,419eeeef,00000000,38492e7c,3ffc88d9
3ed401a8,419eeeef,00000000,38489c22,3ffc89d4
3ede01bc,419eeeef,00000000,38480a9c,3ffc8653
3edc01b8,419eeeef,00000000,384779e9,3ffc8a49
3ede01bc,419eeeef,00000000,3846ea07,3ffc8cbd
3edc01b8,419eeeef,00000000,38465af4,3ffc8f2d
3edc01b8,419eeeef,00000000,3845ccae,3ffc9020
3eda01b4,419eeeef,00000000,38453f33,3ffc8f98
3edc01b8,419eeeef,00000000,3844b282,3ffc9201
3ee001c0,419eeeef,00000000,38442699,3ffc92ef
3ed801b0,419eeeef,00000000,38439b77,3ffc93dc
3eda01b4,419eeeef,00000000,3843111a,3ffc963c
3ee401c8,419eeeef,00000000,38428780,3ffc95b1
3eda01b4,419eeeef,00000000,3841fea7,3ffc980d
3edc01b8,419eeeef,00000000,3841768e,3ffc9bd7
3ee401c8,419eeeef,00000000,3840ef34,3ffc9cba
3edc01b8,419eeeef,00000000,38406897,3ffca07b
3edc01b8,419eeeef,00000000,383fe2b5,3ffca159
3eda01b4,419eeeef,00000000,383f5d8d,3ffca236
3eda01b4,419eeeef,00000000,383ed91d,3ffca038
3edc01b8,419eeeef,00000000,383e5564,3ffc9e3d
3ed601ac,419eeeef,00000000,383dd260,3ffc9db0
3ee001c0,419eeeef,00000000,383d5010,3ffc9e8d
3edc01b8,419eeeef,00000000,383cce72,3ffc9f69
3ed801b0,419eeeef,00000000,383c4d85,3ffca1ac
3ee001c0,419eeeef,00000000,383bcd48,3ffca3ec
3ede01bc,419eeeef,00000000,383b4db9,3ffca4c2
3eda01b4,419eeeef,00000000,383aced7,3ffca597
3edc01b8,419eeeef,00000000,383a50a0,3ffca933
3ede01bc,419eeeef,00000000,3839d313,3ffcaccb
3ede01bc,419eeeef,00000000,3839562f,3ffcb05e
3ede01bc,419d5555,00000000,3838d9f3,3ffcb129
3eda01b4,419eeeef,00000000,38385e5d,3ffcb353
3ed801b0,419d5555,00000000,3837e36b,3ffcb41a
3ede01bc,419eeeef,00000000,3837691d,3ffcb4e0
3ed801b0,419eeeef,00000000,3836ef71,3ffcb5a5
3ed801b0,419eeeef,00000000,38367666,3ffcb7c6
3ee201c4,419f7778,00000000,3835fdfb,3ffcb9e4
3edc01b8,419eeeef,00000000,3835862e,3ffcb949
3edc01b8,419eeeef,00000000,38350eff,3ffcbcbe
3ee001c0,419eeeef,00000000,3834986c,3ffcc02e
3ee401c8,419eeeef,00000000,38342274,3ffcc39a
3edc01b8,419eeeef,00000000,3833ad15,3ffcc451
3ee201c4,419f7778,00000000,3833384f,3ffcc65f
3eda01b4,419eeeef,00000000,3832c420,3ffcc9c0
3ee001c0,419ccccd,00000000,38325088,3ffccbc7
3edc01b8,419ccccd,00000000,3831dd85,3ffcd1ca
3edc01b8,419d5555,00000000,38316b16,3ffcd275
3ee001c0,419eeeef,00000000,3830f93a,3ffcd31f
3ede01bc,419d5555,00000000,383087ef,3ffcd66d
3edc01b8,419d5555,00000000,38301735,3ffcd866
3ed801b0,419d5555,00000000,382fa70b,3ffcda5c
3ed801b0,419d5555,00000000,382f376f,3ffcd9af
3ee601cc,419d5555,00000000,382ec861,3ffcda52
3ede01bc,419d5555,00000000,382e59df,3ffcdaf5
3ee001c0,419d5555,00000000,382debe8,3ffcda49
3edc01b8,419f7778,00000000,382d7e7c,3ffcdc37
3ee401c8,419d5555,00000000,382d1199,3ffcde23
3ed801b0,419d5555,00000000,382ca53e,3ffcdec1
3ed801b0,419d5555,00000000,382c396b,3ffce0a9
3edc01b8,419f7778,00000000,382bce1e,3ffcdeb2
3ede01bc,419eeeef,00000000,382b6356,3ffcde06
3ed801b0,419ccccd,00000000,382af913,3ffcdfeb
3ed801b0,419d5555,00000000,382a8f53,3ffce314
3edc01b8,419d5555,00000000,382a2616,3ffce63a
3ee001c0,419d5555,00000000,3829bd5a,3ffce6d0
3ede01bc,419d5555,00000000,3829551f,3ffce621
3ede01bc,419d5555,00000000,3828ed64,3ffce573
3eda01b4,419d5555,00000000,38288627,3ffce74c
3ede01bc,419d5555,00000000,38281f68,3ffce923
3ee401c8,419eeeef,00000000,3827b926,3ffce9b6
3ee201c4,419ccccd,00000000,38275360,3ffce907
3ee201c4,419eeeef,00000000,3826ee15,3ffce999
3ee001c0,419eeeef,00000000,38268945,3ffceca9
3ee001c0,419eeeef,00000000,382624ee,3ffcee77
3ed801b0,419eeeef,00000000,3825c110,3ffcf043
3ede01bc,419eeeef,00000000,38255daa,3ffcf0cf
3ee001c0,419eeeef,00000000,3824fabb,3ffcf15a
3ede01bc,419eeeef,00000000,38249842,3ffcf320
3ee201c4,419eeeef,00000000,3824363e,3ffcf4e4
3edc01b8,419eeeef,00000000,3823d4ae,3ffcf6a6
3edc01b8,419eeeef,00000000,38237392,3ffcf72c
3eda01b4,419eeeef,00000000,382312e9,3ffcf679
3ede01bc,419eeeef,00000000,3822b2b2,3ffcf96f
3ee001c0,419eeeef,00000000,382252ec,3ffcf9f2
3edc01b8,419eeeef,00000000,3821f397,3ffcfe19
3ed801b0,419eeeef,00000000,382194b1,3ffcfd63
3edc01b8,419eeeef,00000000,3821363a,3ffcff19
3edc01b8,419eeeef,00000000,3820d831,3ffd00cd
3ede01bc,419eeeef,00000000,38207a96,3ffd03b3
3edc01b8,419eeeef,00000000,38201d68,3ffd0562
3ee001c0,419eeeef,00000000,381fc0a6,3ffd0842
3edc01b8,419eeeef,00000000,381f644f,3ffd08ba
3edc01b8,419eeeef,00000000,381f0862,3ffd0931
3eda01b4,419eeeef,00000000,381eacdf,3ffd0ad9
3ee401c8,419eeeef,00000000,381e51c5,3ffd0a1e
3edc01b8,419eeeef,00000000,381df713,3ffd0a94
3ee001c0,41a19999,00000000,381d9cc9,3ffd0c38
3eda01b4,419eeeef,00000000,381d42e6,3ffd0dda
3ede01bc,41a19999,00000000,381ce969,3ffd10a8
3ed801b0,419eeeef,00000000,381c9052,3ffd1246
3ed601ac,419eeeef,00000000,381c37a0,3ffd12b5
3ed801b0,419eeeef,00000000,381bdf52,3ffd144f
3ee001c0,419eeeef,00000000,381b8768,3ffd1392
3ede01bc,419eeeef,00000000,381b2fe1,3ffd11ab
3ee201c4,419eeeef,00000000,381ad8bc,3ffd1343
3ede01bc,419eeeef,00000000,381a81f9,3ffd1855
3edc01b8,419eeeef,00000000,381a2b97,3ffd1b11
3ede01bc,419eeeef,00000000,3819d595,3ffd1dca
3ede01bc,419eeeef,00000000,38197ff3,3ffd2080
3ede01bc,419eeeef,00000000,38192ab0,3ffd220c
3ed801b0,419eeeef,00000000,3818d5cb,3ffd2270
